"Compound","Dose","Cell line","DepMap ID","Culture","Pool","Vehicle","log2 fold-change","Viability"
"AZ-628","3.333","HA1E_KIDNEY","ACH-001310","PR300","P947.PRN3","DMSO","-2.09","0.235"
"AZ-628","0.04115","LOXIMVI_SKIN","ACH-000750","PR500","P104","DMSO","-2.08","0.236"
"AZ-628","10.0","AM38_CENTRAL_NERVOUS_SYSTEM","ACH-000269","PR300","P956.PRN.2","DMSO","-2.07","0.238"
"AZ-628","3.333","921_UVEA","ACH-001441","PR300","P124","DMSO","-2.07","0.238"
"AZ-628","10.0","PECAPJ49_UPPER_AERODIGESTIVE_TRACT","ACH-000735","PR500","P116","DMSO","-2.07","0.239"
"AZ-628","3.333","CAL29_URINARY_TRACT","ACH-000142","PR500","P107","DMSO","-2.07","0.239"
"AZ-628","10.0","KON_UPPER_AERODIGESTIVE_TRACT","ACH-001542","PR300","P122","DMSO","-2.06","0.24"
"AZ-628","3.333","LS513_LARGE_INTESTINE","ACH-000007","PR500","P103","DMSO","-2.05","0.241"
"AZ-628","10.0","MFE280_ENDOMETRIUM","ACH-000192","PR500","P114","DMSO","-2.05","0.242"
"AZ-628","10.0","NUGC3_STOMACH","ACH-000911","PR500","P117","DMSO","-2.05","0.242"
"AZ-628","10.0","LI7_LIVER","ACH-000471","PR500","P102","DMSO","-2.04","0.243"
"AZ-628","10.0","U2973_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001679","PR300","P952.PRN.2","DMSO","-2.04","0.244"
"AZ-628","0.3704","HEYA8_OVARY","ACH-000542","PR500","P101","DMSO","-2.03","0.245"
"AZ-628","3.333","SKNAS_AUTONOMIC_GANGLIA","ACH-000260","PR500","P116","DMSO","-2.02","0.246"
"AZ-628","3.333","TM87_SOFT_TISSUE","ACH-000172","PR300","P944.PRN3","DMSO","-2.02","0.246"
"AZ-628","0.1235","MALME3M_SKIN","ACH-000477","PR500","P120","DMSO","-2.02","0.246"
"AZ-628","10.0","LS180_LARGE_INTESTINE","ACH-000957","PR500","P113","DMSO","-2.01","0.248"
"AZ-628","10.0","HS944T_SKIN","ACH-000632","PR500","P105","DMSO","-2.00","0.249"
"AZ-628","10.0","LOVO_LARGE_INTESTINE","ACH-000950","PR500","P109","DMSO","-2.01","0.249"
"AZ-628","3.333","TE617T_SOFT_TISSUE","ACH-000051","PR300","P945.PRN3","DMSO","-2.00","0.25"
"AZ-628","0.1235","8505C_THYROID","ACH-001307","PR500","P107","DMSO","-2.00","0.25"
"AZ-628","0.3704","UACC62_SKIN","ACH-000425","PR500","P120","DMSO","-2.00","0.25"
"AZ-628","10.0","RBE_BILIARY_TRACT","ACH-001856","PR300","P122","DMSO","-2.00","0.251"
"AZ-628","3.333","MELJUSO_SKIN","ACH-000881","PR500","P112","DMSO","-1.99","0.251"
"AZ-628","0.3704","NCIH2347_LUNG","ACH-000875","PR500","P119","DMSO","-2.00","0.251"
"AZ-628","3.333","YD10B_UPPER_AERODIGESTIVE_TRACT","ACH-000723","PR500","P101","DMSO","-1.99","0.252"
"AZ-628","3.333","NCIH747_LARGE_INTESTINE","ACH-000403","PR500","P118","DMSO","-1.99","0.252"
"AZ-628","0.1235","CHLA200_CENTRAL_NERVOUS_SYSTEM","ACH-001293","PR300","P124","DMSO","-1.97","0.255"
"AZ-628","0.3704","A1207_CENTRAL_NERVOUS_SYSTEM","ACH-000283","PR300","P947.PRN3","DMSO","-1.97","0.255"
"AZ-628","1.111","RL952_ENDOMETRIUM","ACH-000965","PR500","P103","DMSO","-1.97","0.256"
"AZ-628","3.333","CAOV3_OVARY","ACH-000713","PR500","P119","DMSO","-1.96","0.256"
"AZ-628","0.1235","EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000198","PR300","P955.PRN.2","DMSO","-1.96","0.257"
"AZ-628","0.3704","BHT101_THYROID","ACH-000191","PR500","P103","DMSO","-1.96","0.257"
"AZ-628","3.333","RL952_ENDOMETRIUM","ACH-000965","PR500","P103","DMSO","-1.96","0.258"
"AZ-628","3.333","SJSA1_BONE","ACH-000748","PR300","P944.PRN3","DMSO","-1.95","0.258"
"AZ-628","10.0","143B_BONE","ACH-001001","PR300","P945.PRN3","DMSO","-1.95","0.259"
"AZ-628","10.0","DV90_LUNG","ACH-000925","PR500","P111","DMSO","-1.94","0.26"
"AZ-628","10.0","KS1_CENTRAL_NERVOUS_SYSTEM","ACH-000631","PR300","P949.PRN3","DMSO","-1.94","0.26"
"AZ-628","3.333","JHH5_LIVER","ACH-000734","PR500","P109","DMSO","-1.95","0.26"
"AZ-628","3.333","HSC1_SKIN","ACH-001523","PR300","P124","DMSO","-1.94","0.26"
"AZ-628","1.111","921_UVEA","ACH-001441","PR300","P124","DMSO","-1.93","0.263"
"AZ-628","0.1235","A375_SKIN","ACH-000219","PR500","P102","DMSO","-1.93","0.263"
"AZ-628","1.111","A427_LUNG","ACH-000757","PR300","P947.PRN3","DMSO","-1.92","0.264"
"AZ-628","10.0","AN3CA_ENDOMETRIUM","ACH-000940","PR500","P108","DMSO","-1.91","0.266"
"AZ-628","10.0","WM983B_SKIN","ACH-000765","PR500","P116","DMSO","-1.91","0.266"
"AZ-628","1.111","KNS62_LUNG","ACH-000858","PR500","P109","DMSO","-1.91","0.266"
"AZ-628","3.333","P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000372","PR300","P951.PRN.2","DMSO","-1.91","0.266"
"AZ-628","3.333","TE6_OESOPHAGUS","ACH-000605","PR500","P115","DMSO","-1.91","0.267"
"AZ-628","0.1235","COLO679_SKIN","ACH-000805","PR500","P108","DMSO","-1.91","0.267"
"AZ-628","10.0","KP2_PANCREAS","ACH-000281","PR500","P109","DMSO","-1.90","0.268"
"AZ-628","10.0","MSTO211H_PLEURA","ACH-000335","PR500","P114","DMSO","-1.90","0.268"
"AZ-628","10.0","SW954_CERVIX","ACH-001400","PR300","P124","DMSO","-1.89","0.269"
"AZ-628","3.333","8505C_THYROID","ACH-001307","PR500","P107","DMSO","-1.89","0.269"
"AZ-628","10.0","EGI1_BILIARY_TRACT","ACH-001494","PR300","P121","DMSO","-1.89","0.27"
"AZ-628","1.111","G402_SOFT_TISSUE","ACH-000375","PR500","P103","DMSO","-1.89","0.27"
"AZ-628","0.3704","CL34_LARGE_INTESTINE","ACH-000895","PR500","P115","DMSO","-1.89","0.27"
"AZ-628","10.0","IGR1_SKIN","ACH-000882","PR500","P102","DMSO","-1.89","0.271"
"AZ-628","10.0","P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000372","PR300","P951.PRN.2","DMSO","-1.89","0.271"
"AZ-628","1.111","HEC151_ENDOMETRIUM","ACH-000972","PR500","P113","DMSO","-1.88","0.272"
"AZ-628","3.333","KD_SOFT_TISSUE","ACH-001099","PR300","P944.PRN3","DMSO","-1.88","0.272"
"AZ-628","3.333","SCC9_UPPER_AERODIGESTIVE_TRACT","ACH-000181","PR300","P949.PRN3","DMSO","-1.88","0.272"
"AZ-628","1.111","SG231_BILIARY_TRACT","ACH-001857","PR300","P122","DMSO","-1.87","0.273"
"AZ-628","0.1235","MELHO_SKIN","ACH-000450","PR500","P110","DMSO","-1.87","0.273"
"AZ-628","0.3704","TE617T_SOFT_TISSUE","ACH-000051","PR300","P945.PRN3","DMSO","-1.87","0.273"
"AZ-628","10.0","EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000295","PR300","P954.PRN.2","DMSO","-1.87","0.274"
"AZ-628","3.333","HUPT4_PANCREAS","ACH-000213","PR300","P948.PRN3","DMSO","-1.87","0.274"
"AZ-628","10.0","HT115_LARGE_INTESTINE","ACH-000986","PR300","P947.PRN3","DMSO","-1.86","0.276"
"AZ-628","10.0","NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000388","PR300","P953.PRN.2","DMSO","-1.86","0.276"
"AZ-628","1.111","SW579_THYROID","ACH-000163","PR500","P112","DMSO","-1.86","0.276"
"AZ-628","3.333","CALU6_LUNG","ACH-000264","PR500","P113","DMSO","-1.86","0.276"
"AZ-628","0.3704","NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000388","PR300","P953.PRN.2","DMSO","-1.86","0.276"
"AZ-628","3.333","HUCCT1_BILIARY_TRACT","ACH-000976","PR500","P113","DMSO","-1.85","0.278"
"AZ-628","3.333","143B_BONE","ACH-001001","PR300","P945.PRN3","DMSO","-1.84","0.278"
"AZ-628","10.0","PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000937","PR300","P952.PRN.2","DMSO","-1.84","0.279"
"AZ-628","3.333","UMUC5_URINARY_TRACT","ACH-001411","PR300","P122","DMSO","-1.84","0.279"
"AZ-628","3.333","A253_SALIVARY_GLAND","ACH-000740","PR300","P946.PRN3","DMSO","-1.84","0.279"
"AZ-628","3.333","A375_SKIN","ACH-000219","PR500","P102","DMSO","-1.84","0.28"
"AZ-628","3.333","A101D_SKIN","ACH-000008","PR500","P103","DMSO","-1.83","0.28"
"AZ-628","0.3704","RD_SOFT_TISSUE","ACH-000169","PR500","P115","DMSO","-1.84","0.28"
"AZ-628","10.0","HEC116_ENDOMETRIUM","ACH-001518","PR300","P121","DMSO","-1.83","0.281"
"AZ-628","1.111","DBTRG05MG_CENTRAL_NERVOUS_SYSTEM","ACH-000863","PR500","P106","DMSO","-1.83","0.281"
"AZ-628","3.333","TGBC52TKB_BILIARY_TRACT","ACH-001862","PR300","P126","DMSO","-1.83","0.281"
"AZ-628","0.3704","COLO800_SKIN","ACH-000401","PR500","P117","DMSO","-1.83","0.281"
"AZ-628","0.3704","ICC12_BILIARY_TRACT","ACH-001838","PR300","P125","DMSO","-1.83","0.281"
"AZ-628","10.0","RCM1_LARGE_INTESTINE","ACH-000565","PR500","P119","DMSO","-1.83","0.282"
"AZ-628","10.0","PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000218","PR300","P953.PRN.2","DMSO","-1.83","0.282"
"AZ-628","3.333","DL_SOFT_TISSUE","ACH-001059","PR300","P946.PRN3","DMSO","-1.83","0.282"
"AZ-628","10.0","MM127_SKIN","ACH-001563","PR300","P124","DMSO","-1.81","0.284"
"AZ-628","10.0","SKNAS_AUTONOMIC_GANGLIA","ACH-000260","PR500","P116","DMSO","-1.81","0.285"
"AZ-628","3.333","SNU1076_UPPER_AERODIGESTIVE_TRACT","ACH-000549","PR500","P102","DMSO","-1.81","0.285"
"AZ-628","10.0","KYSE30_OESOPHAGUS","ACH-000777","PR500","P108","DMSO","-1.80","0.286"
"AZ-628","10.0","KYSE450_OESOPHAGUS","ACH-000865","PR300","P947.PRN3","DMSO","-1.81","0.286"
"AZ-628","1.111","IPC298_SKIN","ACH-000915","PR500","P118","DMSO","-1.81","0.286"
"AZ-628","0.3704","A375_SKIN","ACH-000219","PR500","P102","DMSO","-1.81","0.286"
"AZ-628","0.3704","SKNBE2_AUTONOMIC_GANGLIA","ACH-000312","PR500","P106","DMSO","-1.80","0.286"
"AZ-628","0.04115","WM88_SKIN","ACH-000899","PR500","P117","DMSO","-1.81","0.286"
"AZ-628","10.0","NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000294","PR300","P954.PRN.2","DMSO","-1.80","0.287"
"AZ-628","3.333","RCM1_LARGE_INTESTINE","ACH-000565","PR500","P119","DMSO","-1.80","0.287"
"AZ-628","0.3704","HS939T_SKIN","ACH-000814","PR500","P114","DMSO","-1.80","0.287"
"AZ-628","10.0","TT1TKB_LARGE_INTESTINE","ACH-002025","PR300","P125","DMSO","-1.80","0.288"
"AZ-628","1.111","OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000065","PR300","P950.PRN.2","DMSO","-1.79","0.288"
"AZ-628","10.0","SW756_CERVIX","ACH-001402","PR300","P124","DMSO","-1.79","0.289"
"AZ-628","10.0","SCC9_UPPER_AERODIGESTIVE_TRACT","ACH-000181","PR300","P949.PRN3","DMSO","-1.79","0.29"
"AZ-628","10.0","HS766T_PANCREAS","ACH-000178","PR500","P108","DMSO","-1.78","0.292"
"AZ-628","10.0","HSC3_UPPER_AERODIGESTIVE_TRACT","ACH-000778","PR500","P112","DMSO","-1.77","0.293"
"AZ-628","1.111","LOVO_LARGE_INTESTINE","ACH-000950","PR500","P109","DMSO","-1.77","0.293"
"AZ-628","0.1235","A1207_CENTRAL_NERVOUS_SYSTEM","ACH-000283","PR300","P947.PRN3","DMSO","-1.77","0.293"
"AZ-628","3.333","NCIH2122_LUNG","ACH-000311","PR500","P114","DMSO","-1.76","0.294"
"AZ-628","10.0","LS_AUTONOMIC_GANGLIA","ACH-001548","PR300","P122","DMSO","-1.76","0.295"
"AZ-628","1.111","MEL290_UVEA","ACH-002016","PR300","P126","DMSO","-1.76","0.295"
"AZ-628","3.333","9505BIK_PANCREAS","ACH-001999","PR300","P124","DMSO","-1.76","0.295"
"AZ-628","10.0","JMSU1_URINARY_TRACT","ACH-000753","PR500","P110","DMSO","-1.76","0.296"
"AZ-628","1.111","RT4_URINARY_TRACT","ACH-000242","PR500","P113","DMSO","-1.76","0.296"
"AZ-628","3.333","NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000294","PR300","P954.PRN.2","DMSO","-1.75","0.296"
"AZ-628","3.333","DV90_LUNG","ACH-000925","PR500","P111","DMSO","-1.75","0.297"
"AZ-628","3.333","ONDA9_CENTRAL_NERVOUS_SYSTEM","ACH-001624","PR300","P121","DMSO","-1.75","0.297"
"AZ-628","10.0","UO31_KIDNEY","ACH-000428","PR500","P101","DMSO","-1.75","0.298"
"AZ-628","10.0","SMSCTR_SOFT_TISSUE","ACH-001196","PR300","P945.PRN3","DMSO","-1.75","0.298"
"AZ-628","1.111","NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000388","PR300","P953.PRN.2","DMSO","-1.75","0.298"
"AZ-628","3.333","MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000362","PR300","P950.PRN.2","DMSO","-1.75","0.298"
"AZ-628","3.333","NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000388","PR300","P953.PRN.2","DMSO","-1.75","0.298"
"AZ-628","3.333","EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000295","PR300","P954.PRN.2","DMSO","-1.74","0.298"
"AZ-628","1.111","KP2_PANCREAS","ACH-000281","PR500","P109","DMSO","-1.74","0.299"
"AZ-628","1.111","RKN_SOFT_TISSUE","ACH-000505","PR500","P109","DMSO","-1.74","0.299"
"AZ-628","3.333","HMC18_BREAST","ACH-000721","PR500","P101","DMSO","-1.74","0.299"
"AZ-628","0.04115","SW579_THYROID","ACH-000163","PR500","P112","DMSO","-1.74","0.30"
"AZ-628","3.333","K029AX_SKIN","ACH-000404","PR500","P112","DMSO","-1.73","0.301"
"AZ-628","3.333","MKN45_STOMACH","ACH-000356","PR500","P113","DMSO","-1.73","0.301"
"AZ-628","3.333","JHH7_LIVER","ACH-000848","PR500","P118","DMSO","-1.73","0.301"
"AZ-628","10.0","SNU638_STOMACH","ACH-001664","PR300","P121","DMSO","-1.73","0.302"
"AZ-628","10.0","SUSA_TESTIS","ACH-001668","PR300","P123","DMSO","-1.73","0.302"
"AZ-628","0.1235","UACC62_SKIN","ACH-000425","PR500","P120","DMSO","-1.73","0.302"
"AZ-628","0.1235","NOZ_LIVER","ACH-001607","PR300","P123","DMSO","-1.73","0.302"
"AZ-628","10.0","BICR16_UPPER_AERODIGESTIVE_TRACT","ACH-000503","PR500","P118","DMSO","-1.72","0.303"
"AZ-628","1.111","BICR22_UPPER_AERODIGESTIVE_TRACT","ACH-000794","PR300","P949.PRN3","DMSO","-1.72","0.303"
"AZ-628","3.333","NCIH292_LUNG","ACH-001075","PR500","P113","DMSO","-1.72","0.303"
"AZ-628","3.333","UACC257_SKIN","ACH-000579","PR500","P118","DMSO","-1.72","0.303"
"AZ-628","3.333","EGI1_BILIARY_TRACT","ACH-001494","PR300","P121","DMSO","-1.72","0.303"
"AZ-628","3.333","ICC137_BILIARY_TRACT","ACH-001839","PR300","P126","DMSO","-1.72","0.303"
"AZ-628","3.333","SNU899_UPPER_AERODIGESTIVE_TRACT","ACH-000692","PR300","P948.PRN3","DMSO","-1.72","0.303"
"AZ-628","10.0","PK8_PANCREAS","ACH-002039","PR300","P121","DMSO","-1.72","0.304"
"AZ-628","10.0","CAL33_UPPER_AERODIGESTIVE_TRACT","ACH-000518","PR300","P947.PRN3","DMSO","-1.72","0.304"
"AZ-628","3.333","HEC151_ENDOMETRIUM","ACH-000972","PR500","P113","DMSO","-1.72","0.304"
"AZ-628","10.0","RD_SOFT_TISSUE","ACH-000169","PR300","P946.PRN3","DMSO","-1.71","0.306"
"AZ-628","10.0","NCIH1092_LUNG","ACH-000514","PR300","P950.PRN.2","DMSO","-1.71","0.306"
"AZ-628","3.333","WM2664_SKIN","ACH-001239","PR500","P111","DMSO","-1.71","0.306"
"AZ-628","0.3704","G402_SOFT_TISSUE","ACH-000375","PR300","P946.PRN3","DMSO","-1.71","0.306"
"AZ-628","3.333","BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000432","PR300","P953.PRN.2","DMSO","-1.70","0.307"
"AZ-628","0.1235","SW579_THYROID","ACH-000163","PR500","P112","DMSO","-1.71","0.307"
"AZ-628","0.1235","C32_SKIN","ACH-000580","PR300","P948.PRN3","DMSO","-1.70","0.307"
"AZ-628","0.04115","SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001656","PR300","P954.PRN.2","DMSO","-1.70","0.307"
"AZ-628","3.333","JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000346","PR300","P952.PRN.2","DMSO","-1.70","0.308"
"AZ-628","0.3704","ICC9_BILIARY_TRACT","ACH-001849","PR300","P122","DMSO","-1.70","0.308"
"AZ-628","10.0","ECGI10_OESOPHAGUS","ACH-000305","PR500","P110","DMSO","-1.69","0.309"
"AZ-628","10.0","SCABER_URINARY_TRACT","ACH-000839","PR500","P108","DMSO","-1.69","0.31"
"AZ-628","10.0","TTC709_SOFT_TISSUE","ACH-000597","PR300","P945.PRN3","DMSO","-1.69","0.31"
"AZ-628","1.111","RD_SOFT_TISSUE","ACH-000169","PR500","P115","DMSO","-1.69","0.31"
"AZ-628","3.333","AN3CA_ENDOMETRIUM","ACH-000940","PR500","P108","DMSO","-1.69","0.31"
"AZ-628","0.004572","EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000198","PR300","P955.PRN.2","DMSO","-1.69","0.31"
"AZ-628","10.0","BFTC905_URINARY_TRACT","ACH-000802","PR500","P109","DMSO","-1.69","0.311"
"AZ-628","1.111","K029AX_SKIN","ACH-000404","PR500","P112","DMSO","-1.69","0.311"
"AZ-628","3.333","TM87_SOFT_TISSUE","ACH-000172","PR500","P116","DMSO","-1.68","0.311"
"AZ-628","0.1235","LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000301","PR300","P950.PRN.2","DMSO","-1.68","0.311"
"AZ-628","0.3704","NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000076","PR300","P953.PRN.2","DMSO","-1.69","0.311"
"AZ-628","1.111","NCIH1703_LUNG","ACH-000747","PR500","P111","DMSO","-1.68","0.312"
"AZ-628","3.333","OCIP5X_OVARY","ACH-001370","PR300","P125","DMSO","-1.68","0.312"
"AZ-628","1.111","RCM1_LARGE_INTESTINE","ACH-000565","PR500","P119","DMSO","-1.67","0.315"
"AZ-628","3.333","PANC0203_PANCREAS","ACH-000042","PR500","P115","DMSO","-1.67","0.315"
"AZ-628","3.333","LN464_CENTRAL_NERVOUS_SYSTEM","ACH-000676","PR300","P949.PRN3","DMSO","-1.67","0.315"
"AZ-628","3.333","U2973_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001679","PR300","P952.PRN.2","DMSO","-1.66","0.316"
"AZ-628","10.0","MCAS_OVARY","ACH-000796","PR500","P104","DMSO","-1.66","0.317"
"AZ-628","10.0","94T778_SOFT_TISSUE","ACH-001795","PR300","P125","DMSO","-1.66","0.317"
"AZ-628","1.111","AN3CA_ENDOMETRIUM","ACH-000940","PR500","P108","DMSO","-1.66","0.317"
"AZ-628","0.3704","OCIP5X_OVARY","ACH-001370","PR300","P125","DMSO","-1.66","0.317"
"AZ-628","10.0","KKU100_BILIARY_TRACT","ACH-001536","PR300","P126","DMSO","-1.65","0.318"
"AZ-628","10.0","TYKNU_OVARY","ACH-000430","PR300","P948.PRN3","DMSO","-1.65","0.318"
"AZ-628","3.333","HUH7_LIVER","ACH-000480","PR500","P109","DMSO","-1.65","0.318"
"AZ-628","10.0","AGS_STOMACH","ACH-000880","PR500","P101","DMSO","-1.65","0.319"
"AZ-628","10.0","A2780_OVARY","ACH-000657","PR500","P101","DMSO","-1.65","0.319"
"AZ-628","0.004572","OACM51_OESOPHAGUS","ACH-001368","PR300","P951.PRN.2","DMSO","-1.65","0.319"
"AZ-628","10.0","A101D_SKIN","ACH-000008","PR500","P103","DMSO","-1.64","0.321"
"AZ-628","10.0","CBAGPN_BONE","ACH-001022","PR300","P944.PRN3","DMSO","-1.64","0.321"
"AZ-628","10.0","DL_SOFT_TISSUE","ACH-001059","PR300","P946.PRN3","DMSO","-1.64","0.321"
"AZ-628","10.0","DOTC24510_CERVIX","ACH-001341","PR300","P125","DMSO","-1.63","0.322"
"AZ-628","10.0","JHUEM2_ENDOMETRIUM","ACH-000909","PR500","P106","DMSO","-1.63","0.323"
"AZ-628","10.0","DETROIT562_UPPER_AERODIGESTIVE_TRACT","ACH-000207","PR500","P116","DMSO","-1.63","0.323"
"AZ-628","1.111","TM87_SOFT_TISSUE","ACH-000172","PR300","P944.PRN3","DMSO","-1.63","0.323"
"AZ-628","1.111","SKMEL28_SKIN","ACH-000615","PR300","P947.PRN3","DMSO","-1.63","0.323"
"AZ-628","0.3704","OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000065","PR300","P950.PRN.2","DMSO","-1.63","0.323"
"AZ-628","3.333","DETROIT562_UPPER_AERODIGESTIVE_TRACT","ACH-000207","PR500","P116","DMSO","-1.63","0.324"
"AZ-628","3.333","GIMEN_AUTONOMIC_GANGLIA","ACH-001344","PR300","P121","DMSO","-1.63","0.324"
"AZ-628","3.333","HPAFII_PANCREAS","ACH-000094","PR300","P949.PRN3","DMSO","-1.63","0.324"
"AZ-628","10.0","SIMA_AUTONOMIC_GANGLIA","ACH-000099","PR300","P946.PRN3","DMSO","-1.62","0.325"
"AZ-628","3.333","LOVO_LARGE_INTESTINE","ACH-000950","PR500","P109","DMSO","-1.62","0.325"
"AZ-628","10.0","GP2D_LARGE_INTESTINE","ACH-000982","PR500","P118","DMSO","-1.62","0.326"
"AZ-628","1.111","WM2664_SKIN","ACH-001239","PR500","P111","DMSO","-1.62","0.326"
"AZ-628","1.111","U2973_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001679","PR300","P952.PRN.2","DMSO","-1.61","0.327"
"AZ-628","3.333","CHLA06ATRT_SOFT_TISSUE","ACH-001028","PR300","P945.PRN3","DMSO","-1.61","0.327"
"AZ-628","3.333","TTC709_SOFT_TISSUE","ACH-000597","PR300","P945.PRN3","DMSO","-1.61","0.327"
"AZ-628","0.3704","U2973_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001679","PR300","P952.PRN.2","DMSO","-1.61","0.327"
"AZ-628","10.0","SNU46_UPPER_AERODIGESTIVE_TRACT","ACH-000500","PR500","P120","DMSO","-1.61","0.328"
"AZ-628","10.0","C80_LARGE_INTESTINE","ACH-001459","PR300","P125","DMSO","-1.61","0.328"
"AZ-628","1.111","UACC257_SKIN","ACH-000579","PR500","P118","DMSO","-1.61","0.328"
"AZ-628","3.333","LU99_LUNG","ACH-000444","PR500","P107","DMSO","-1.61","0.328"
"AZ-628","0.3704","SH4_SKIN","ACH-000441","PR500","P111","DMSO","-1.61","0.328"
"AZ-628","10.0","HEC151_ENDOMETRIUM","ACH-000972","PR500","P113","DMSO","-1.61","0.329"
"AZ-628","3.333","LI7_LIVER","ACH-000471","PR500","P102","DMSO","-1.60","0.33"
"AZ-628","3.333","COLO792_SKIN","ACH-000968","PR500","P115","DMSO","-1.60","0.33"
"AZ-628","3.333","GSU_STOMACH","ACH-000485","PR300","P948.PRN3","DMSO","-1.60","0.33"
"AZ-628","0.1235","SKMEL30_SKIN","ACH-000810","PR500","P114","DMSO","-1.60","0.331"
"AZ-628","10.0","C4I_CERVIX","ACH-001334","PR300","P123","DMSO","-1.59","0.332"
"AZ-628","10.0","SNU719_STOMACH","ACH-000898","PR500","P120","DMSO","-1.59","0.333"
"AZ-628","10.0","PACADD137_PANCREAS","ACH-001377","PR300","P124","DMSO","-1.59","0.333"
"AZ-628","10.0","T3M5_THYROID","ACH-002042","PR300","P125","DMSO","-1.58","0.334"
"AZ-628","0.3704","SUSA_TESTIS","ACH-001668","PR300","P123","DMSO","-1.58","0.334"
"AZ-628","0.04115","DU4475_BREAST","ACH-000258","PR300","P952.PRN.2","DMSO","-1.58","0.334"
"AZ-628","10.0","SNU245_BILIARY_TRACT","ACH-000268","PR500","P106","DMSO","-1.58","0.335"
"AZ-628","1.111","ONS76_CENTRAL_NERVOUS_SYSTEM","ACH-000776","PR300","P945.PRN3","DMSO","-1.58","0.335"
"AZ-628","1.111","RT112_URINARY_TRACT","ACH-000473","PR500","P112","DMSO","-1.57","0.336"
"AZ-628","1.111","SMSCTR_SOFT_TISSUE","ACH-001196","PR300","P945.PRN3","DMSO","-1.57","0.336"
"AZ-628","3.333","KYSE510_OESOPHAGUS","ACH-000824","PR500","P107","DMSO","-1.58","0.336"
"AZ-628","3.333","SMSCTR_SOFT_TISSUE","ACH-001196","PR300","P945.PRN3","DMSO","-1.57","0.336"
"AZ-628","10.0","KYSE520_OESOPHAGUS","ACH-000637","PR500","P115","DMSO","-1.57","0.337"
"AZ-628","1.111","A101D_SKIN","ACH-000008","PR500","P103","DMSO","-1.57","0.337"
"AZ-628","3.333","NCIH2087_LUNG","ACH-000841","PR500","P115","DMSO","-1.56","0.338"
"AZ-628","3.333","SNU466_CENTRAL_NERVOUS_SYSTEM","ACH-000289","PR500","P116","DMSO","-1.56","0.339"
"AZ-628","3.333","TYKNU_OVARY","ACH-000430","PR300","P948.PRN3","DMSO","-1.55","0.341"
"AZ-628","0.3704","SKNAS_AUTONOMIC_GANGLIA","ACH-000260","PR500","P116","DMSO","-1.55","0.342"
"AZ-628","10.0","SJSA1_BONE","ACH-000748","PR300","P944.PRN3","DMSO","-1.55","0.343"
"AZ-628","10.0","YAPC_PANCREAS","ACH-000332","PR500","P108","DMSO","-1.54","0.344"
"AZ-628","10.0","NCIH1048_LUNG","ACH-000866","PR500","P115","DMSO","-1.54","0.344"
"AZ-628","10.0","TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000387","PR300","P951.PRN.2","DMSO","-1.54","0.344"
"AZ-628","1.111","MM127_SKIN","ACH-001563","PR300","P124","DMSO","-1.54","0.344"
"AZ-628","10.0","9505BIK_PANCREAS","ACH-001999","PR300","P124","DMSO","-1.53","0.345"
"AZ-628","10.0","LK2_LUNG","ACH-000769","PR500","P116","DMSO","-1.53","0.346"
"AZ-628","1.111","G361_SKIN","ACH-000572","PR500","P101","DMSO","-1.53","0.346"
"AZ-628","0.1235","JHUEM7_ENDOMETRIUM","ACH-000993","PR300","P956.PRN.2","DMSO","-1.53","0.346"
